Name,Txn Name,Money Raised,Announced Date,Location,Industries,Description,Funding Type
Siriusjet,Pre Seed Round - Siriusjet,"$3,000,000","Jan 3, 2021","Westport, Connecticut, United States, North America","Aerospace, Air Transportation, Battery, CleanTech, Electric Vehicle, Fuel Cell, Last Mile Transportation, Military, Renewable Energy, Sustainability","Aviation, Hydrogen, Regional Mobility",Pre-Seed
LENX,Seed Round - LENX,"$3,000,000","Oct 16, 2023","Miami, Florida, United States, North America","Drones, Law Enforcement, Network Security, Public Safety, Security","LENX advanced weapons detection, AI drones, surveillance technology, and real-time communication solutions.",Seed
Continuum Space Systems,Seed Round - Continuum Space Systems,"$3,000,000","Jun 22, 2023","Pasadena, California, United States, North America","Aerospace, Management Information Systems, Space Travel",Continuum Space built the Unified Mission Management SaaS platform for planning and executing space missions with less time and cost,Seed
LENX,Pre Seed Round - LENX,"$3,000,000","Mar 17, 2021","Miami, Florida, United States, North America","Drones, Law Enforcement, Network Security, Public Safety, Security","LENX advanced weapons detection, AI drones, surveillance technology, and real-time communication solutions.",Pre-Seed
TRL11,Pre Seed Round - TRL11,"$3,000,000","May 23, 2023","Los Angeles, California, United States, North America","Aerospace, Battery, Manufacturing, Sensor",TRL11 is an aviation and aerospace component manufacturing company that provides next-generation technology solutions for the space economy.,Pre-Seed
Continuum Space Systems,Seed Round - Continuum Space Systems,"$3,000,000","May 1, 2021","Pasadena, California, United States, North America","Aerospace, Management Information Systems, Space Travel",Continuum Space built the Unified Mission Management SaaS platform for planning and executing space missions with less time and cost,Seed
Kinemagic,Seed Round - Kinemagic,"$3,000,000","Oct 1, 2019","Metairie, Louisiana, United States, North America","Augmented Reality, GovTech, Industrial, Information Technology, Military, Software, Virtual Reality",Making XR innovation accessible for every facility on the planet.,Seed
FibreCoat,Series A - FibreCoat,"$3,000,000","Oct 21, 2021","Aachen, Nordrhein-Westfalen, Germany, Europe","Advanced Materials, Automotive, Industrial Engineering, Manufacturing, Military",FibreCoat produces thermoplastic-coated fibres for composites and aluminium-coated fibres for shielding applications.,Series A
ANYWAVES,Venture Round - ANYWAVES,"$3,000,000","Dec 9, 2022","Toulouse, Midi-Pyrenees, France, Europe","Aerospace, Air Transportation, Manufacturing, Mechanical Engineering",ANYWAVES is a manufacturer of space applications and satellite constellations equipment.,Venture - Series Unknown
Kambr,Seed Round - Kambr,"$3,000,000","Jan 13, 2021","Amsterdam, Noord-Holland, The Netherlands, Europe","Aerospace, B2B, Consulting, Media and Entertainment, Software, Travel","Raising airline revenue performance through Software, Consultancy and Content.",Seed
Zero Gravity,Private Equity Round - Zero Gravity,"$3,000,000","Oct 21, 2022","Arlington, Virginia, United States, North America","Aerospace, Air Transportation, Tourism",Zero Gravity is a privately-held space entertainment and tourism company.,Private Equity
Mindtrace,Seed Round - Mindtrace,"$3,000,000","Feb 22, 2021","Manchester, Manchester, United Kingdom, Europe","Aerospace, Artificial Intelligence (AI), Asset Management, Automotive, Construction, Health Care, Pharmaceutical, Real Estate, Retail Technology, Warehousing","Mindtrace bleeding edge artificial intelligence facilitates the automation of quality, safety & production systems throughout industry",Seed
Fermata Discovery,Seed Round - Fermata Discovery,"$3,000,000","Oct 18, 2022","New York, New York, United States, North America","Law Enforcement, SaaS, Software",Fermata Discovery is a SaaS firm that develops tools to automate and scale routine processes involved with investigative workflows.,Seed
Qanlex,Seed Round - Qanlex,"$3,000,000","Sep 2, 2022","Madrid, Madrid, Spain, Europe","Law Enforcement, Legal, Legal Tech",Qanlex provides litigation financing with a focus on continental law countries.,Seed
Accrete AI,Venture Round - Accrete AI,"$3,000,000","Jul 9, 2021","New York, New York, United States, North America","Artificial Intelligence (AI), Government, Military, Software","Dual Use AI for defense, Intelligence and cybersecurity.",Venture - Series Unknown
Zenith Aerospace,Venture Round - Zenith Aerospace,"$3,000,000","Dec 31, 2022","Palo Alto, California, United States, North America",Aerospace,Zenith Aerospace provides live 24/7 global asset monitoring solutions through a fleet of high altitude solar unmanned aircraft.,Venture - Series Unknown
EnduroSat,Series A - EnduroSat,"€2,500,000","Apr 16, 2021","Sofia, Grad Sofiya, Bulgaria, Europe","Aerospace, Satellite Communication, Software",EnduroSat designs and engineers spacecraft for business applications and space exploration missions.,Series A
Arkadia Space,Seed Round - Arkadia Space,"€2,800,000","Oct 25, 2023","Benlloch, Comunidad Valenciana, Spain, Europe","Aerospace, Machinery Manufacturing, Manufacturing, Mechanical Engineering","Arkadia Space provides design, develop and commercialise engines and propulsion systems based on green propellants; the best alternative.",Seed
Blackburn Energy,Venture Round - Blackburn Energy,"$2,956,268","Jan 3, 2022","Rowley, Massachusetts, United States, North America","Charging Infrastructure, Clean Energy, Electric Vehicle, Energy, Military, Transportation",Blackburn Energy is a developer of a hybrid charging solution to turn heavy trucks into mobile charging platforms.,Venture - Series Unknown
Cotsworks,Venture Round - Cotsworks,"$2,939,991","Jul 29, 2022","Cleveland, Ohio, United States, North America","Aerospace, Communications Infrastructure, Information and Communications Technology (ICT), Manufacturing, Military","Cotsworks manufactures rugged optical components for the commercial, military, aerospace, and industrial markets.",Venture - Series Unknown
Kubos,Venture Round - Kubos,"$2,880,605","Jan 29, 2021","Portland, Oregon, United States, North America","Aerospace, Software",Kubos develops a cloud-native mission control platform for satellite operations.,Venture - Series Unknown
Urban SDK,Seed Round - Urban SDK,"$2,850,000","Nov 30, 2021","Jacksonville, Florida, United States, North America","Analytics, Civil Engineering, Government, Law Enforcement, Public Transportation, SaaS, Smart Cities, Software, Transportation",Urban SDK is a data analytics and visualization software that transforms data from the physical world and turns it into intelligence.,Seed
Revolv Space,Seed Round - Revolv Space,"€2,600,000","May 28, 2024","Noordwijk, Zuid-Holland, The Netherlands, Europe","Aerospace, Hardware",Revolv Space enables continuous data generation for small satellites by rethinking their critical components.,Seed
Qanlex,Seed Round - Qanlex,"$2,800,000","Feb 1, 2022","Madrid, Madrid, Spain, Europe","Law Enforcement, Legal, Legal Tech",Qanlex provides litigation financing with a focus on continental law countries.,Seed
Skylark Labs,Seed Round - Skylark Labs,"$2,760,000","Feb 23, 2023","Palo Alto, California, United States, North America","Artificial Intelligence (AI), Computer Vision, Machine Learning, National Security, Physical Security, Security",Skylark Labs develops Dual-Use Self-Learning AI that provides analytics to strengthen National Security.,Seed
Neuraspace,Seed Round - Neuraspace,"€2,500,000","Mar 23, 2022","Coimbra, Coimbra, Portugal, Europe","Aerospace, Artificial Intelligence (AI)",Neuraspace is the developer of an advanced AI-powered Space debris monitoring & satellite collision avoidance platform.,Seed
Castings Technology International,Venture Round - Castings Technology International,"£2,000,000","Jan 21, 2021","South Otterington, North Yorkshire, United Kingdom, Europe","Aerospace, Manufacturing","Castings Technology International Ltd (CTI) is a provider of manufacturing, technology, expertise and services to the cast metals sector.",Venture - Series Unknown
Orbite,Seed Round - Orbite,"$2,724,998","Dec 20, 2023","Seattle, Washington, United States, North America","Aerospace, Leisure, Space Travel, Training",Orbite is a space training company that offers space travel and luxury hospitality.,Seed
SpaceAble,Seed Round - SpaceAble,"€2,300,000","Oct 31, 2021","Paris, Ile-de-France, France, Europe","Aerospace, Data Management, Space Travel, Sustainability",SpaceAble is a forecast company that develops data processing software.,Seed
Productive Machines,Seed Round - Productive Machines,"£2,200,000","Feb 23, 2023","Sheffield, Sheffield, United Kingdom, Europe","Aerospace, Artificial Intelligence (AI), Automotive, Industrial Automation, Internet, Manufacturing, Software","Industry 4.0, Edge, SaaS, AI, ML, Digital Twin, Faster to the Best Part First Time",Seed
Verijet,Seed Round - Verijet,"$2,591,000","Dec 19, 2019","Opa Locka, Florida, United States, North America","Aerospace, Artificial Intelligence (AI), Software",Verijet is a technology company using novel AI and supercomputing to grow the private aviation industry.,Seed
Drone Express,Seed Round - Drone Express,"$2,585,000","Dec 9, 2021","Dayton, Ohio, United States, North America","Aerospace, Delivery Service, Drones",Drone Express is a full-service logistics company that uses airborne autonomous drones for local package delivery.,Seed
Titan Health & Security Technologies,Venture Round - Titan Health & Security Technologies,"$2,565,836","Jan 3, 2022","Newport Beach, California, United States, North America","Enterprise Software, Information Technology, Law Enforcement, Messaging, mHealth, Mobile, Public Safety, SaaS","Titan HST offers a comprehensive emergency communications network and mass notification system serving businesses, schools, and governments.",Venture - Series Unknown
RAB Microfluidics,Seed Round - RAB Microfluidics,"£2,200,000","Aug 30, 2022","Aberdeen, Aberdeen City, United Kingdom, Europe","Aerospace, Manufacturing, Marine Transportation, Nanotechnology, Oil and Gas, Renewable Energy",Is a technology company that diagnoses & prevents failure in rotating equipment using patented microfluidic technology & AI.,Seed
Free Form Fibers,Seed Round - Free Form Fibers,"$2,500,000","Nov 23, 2020","Saratoga Springs, New York, United States, North America","Aerospace, Energy, Military",Free Form Fibers develops a process based on chemical vapor deposition to create fiber arrays for the defense and energy industries.,Seed
Firehawk Aerospace,Seed Round - Firehawk Aerospace,"$2,500,000","Nov 24, 2020","Dallas, Texas, United States, North America","3D Printing, Aerospace, Manufacturing, National Security, Space Travel",Firehawk Aerospace develops and manufactures hybrid rocket engines and propulsion systems.,Seed
Alpine Advanced Materials,Venture Round - Alpine Advanced Materials,"$2,500,000","Aug 3, 2021","Dallas, Texas, United States, North America","Aerospace, Manufacturing, Military, Nanotechnology",Alpine Advanced Materials specializes in best-in-class lightweight and affordable structural thermoplastic nanocomposites.,Venture - Series Unknown
NSN Lookup,Pre Seed Round - NSN Lookup,"$2,500,000","Dec 1, 2021","Merritt Island, Florida, United States, North America","Big Data, Business Intelligence, Data Mining, Data Visualization, Database, Government, GovTech, Market Research, Military, Product Research",Government and Military Supply Chain Intelligence and Data Mining,Pre-Seed
